%OpenBCI Raw EXG Data\n%Number of channels = 16\n%Sample Rate = 125.0 Hz\n%Board = LSL_Stream\nSample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1678,67.08000183105469,73.08000183105469,26.559999465942383,57.66999816894531,-10.170000076293945,67.1500015258789,71.23999786376953,33.86000061035156,20.3799991607666,17.1200008392334,61.689998626708984,57.58000183105469,82.76000213623047,61.130001068115234,58.58000183105469,95.72000122070312,0,0,0,0,0,0,0,0,0,0,0,0,0,20.388704,0,2025-05-31 12:10:19.642544,
1679,57.91999816894531,60.040000915527344,18.729999542236328,67.22000122070312,33.7599983215332,69.22000122070312,75.18000030517578,53.560001373291016,46.58000183105469,41.95000076293945,79.18000030517578,71.62000274658203,99.45999908447266,84.0999984741211,72.0,103.69999694824219,0,0,0,0,0,0,0,0,0,0,0,0,0,20.388704,0,2025-05-31 12:10:19.642544,
1680,77.91999816894531,99.58999633789062,62.130001068115234,93.44999694824219,71.63999938964844,89.3499984741211,93.41999816894531,87.68000030517578,51.0099983215332,56.29999923706055,61.810001373291016,68.73999786376953,106.69999694824219,83.48999786376953,79.83000183105469,106.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20.388704,0,2025-05-31 12:10:19.642544,
1681,59.209999084472656,106.0,25.899999618530273,57.79999923706055,7.489999771118164,50.08000183105469,52.599998474121094,72.83000183105469,-5.254000186920166,54.83000183105469,18.75,34.95000076293945,84.91000366210938,57.81999969482422,60.810001373291016,102.5999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,20.388704,0,2025-05-31 12:10:19.642544,
1682,14.710000038146973,70.05000305175781,-58.11000061035156,7.85099983215332,-58.939998626708984,4.795000076293945,15.039999961853027,50.9900016784668,-41.7400016784668,88.43000030517578,4.526000022888184,37.560001373291016,93.62000274658203,67.2699966430664,42.65999984741211,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43944,0,2025-05-31 12:10:19.693280,
1683,32.130001068115234,80.44000244140625,-55.22999954223633,21.09000015258789,-53.86000061035156,19.84000015258789,33.5099983215332,70.77999877929688,-23.440000534057617,105.4000015258789,8.435999870300293,52.849998474121094,114.30000305175781,84.75,42.650001525878906,107.9000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43944,0,2025-05-31 12:10:19.693280,
1684,42.0099983215332,97.77999877929688,-55.11000061035156,19.600000381469727,-54.0099983215332,13.539999961853027,26.559999465942383,52.54999923706055,-24.780000686645508,50.189998626708984,0.0681999996304512,36.119998931884766,100.5999984741211,76.38999938964844,36.900001525878906,96.36000061035156,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43944,0,2025-05-31 12:10:19.693280,
1685,22.549999237060547,70.91000366210938,-89.8499984741211,-12.520000457763672,-62.5099983215332,-16.93000030517578,1.3309999704360962,17.899999618530273,-39.040000915527344,27.729999542236328,-3.059000015258789,35.7599983215332,92.9800033569336,78.23999786376953,25.600000381469727,84.19999694824219,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43944,0,2025-05-31 12:10:19.693280,
1686,30.290000915527344,55.02000045776367,-63.869998931884766,-5.764999866485596,-47.20000076293945,-13.579999923706055,5.198999881744385,32.91999816894531,-24.309999465942383,46.77000045776367,-12.880000114440918,41.45000076293945,97.16000366210938,78.31999969482422,21.739999771118164,96.0999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43944,0,2025-05-31 12:10:19.693280,
1687,19.31999969482422,50.59000015258789,-46.40999984741211,6.473999977111816,-49.56999969482422,-19.290000915527344,-3.621000051498413,31.549999237060547,-22.479999542236328,29.780000686645508,-43.0099983215332,15.430000305175781,73.77999877929688,48.93000030517578,9.315999984741211,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20.482602,0,2025-05-31 12:10:19.736442,
1688,-1.1369999647140503,25.209999084472656,-76.94000244140625,-8.128999710083008,-43.790000915527344,-36.959999084472656,-18.860000610351562,3.2809998989105225,-29.110000610351562,16.209999084472656,-59.36000061035156,0.36579999327659607,43.02000045776367,22.709999084472656,-17.65999984741211,88.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20.482602,0,2025-05-31 12:10:19.736442,
1689,12.520000457763672,9.638999938964844,-54.88999938964844,-10.170000076293945,-9.904000282287598,-25.739999771118164,-7.354000091552734,6.77400016784668,-25.559999465942383,26.59000015258789,-59.810001373291016,-3.4590001106262207,23.950000762939453,9.3100004196167,-39.0099983215332,52.9900016784668,0,0,0,0,0,0,0,0,0,0,0,0,0,20.482602,0,2025-05-31 12:10:19.736442,
1690,3.121000051498413,8.017000198364258,-13.0600004196167,-0.2483000010251999,-35.68000030517578,-12.369999885559082,3.812000036239624,20.06999969482422,-62.349998474121094,30.700000762939453,-60.36000061035156,-17.969999313354492,10.229999542236328,-4.0920000076293945,-39.22999954223633,37.29999923706055,0,0,0,0,0,0,0,0,0,0,0,0,0,20.482602,0,2025-05-31 12:10:19.736442,
1691,-15.039999961853027,5.831999778747559,-19.459999084472656,3.924999952316284,-81.1500015258789,-4.531000137329102,12.600000381469727,26.770000457763672,-92.86000061035156,15.949999809265137,-43.5099983215332,-4.2779998779296875,16.450000762939453,-1.1030000448226929,-14.220000267028809,48.2599983215332,0,0,0,0,0,0,0,0,0,0,0,0,0,20.482602,0,2025-05-31 12:10:19.736442,
1692,5.7220001220703125,17.6200008392334,-18.68000030517578,12.0600004196167,-41.540000915527344,3.7200000286102295,22.709999084472656,40.22999954223633,-54.79999923706055,-16.920000076293945,-15.569999694824219,22.610000610351562,33.70000076293945,14.510000228881836,24.520000457763672,70.2300033569336,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52904,0,2025-05-31 12:10:19.782880,
1693,8.741999626159668,24.040000915527344,-12.289999961853027,13.579999923706055,-18.59000015258789,-13.210000038146973,7.343999862670898,40.31999969482422,-32.06999969482422,-10.550000190734863,-8.553000450134277,17.440000534057617,34.86000061035156,20.079999923706055,48.18000030517578,82.37999725341797,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52904,0,2025-05-31 12:10:19.782880,
1694,-15.039999961853027,9.968999862670898,-47.13999938964844,-6.116000175476074,-80.33000183105469,-42.380001068115234,-21.610000610351562,18.729999542236328,-53.790000915527344,17.700000762939453,-25.170000076293945,8.270000457763672,27.299999237060547,18.299999237060547,40.369998931884766,71.69000244140625,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52904,0,2025-05-31 12:10:19.782880,
1695,-22.200000762939453,3.9670000076293945,-92.05000305175781,-30.219999313354492,-113.30000305175781,-64.69000244140625,-42.540000915527344,-0.9473999738693237,-72.91999816894531,0.8411999940872192,-38.75,14.5,27.440000534057617,16.93000030517578,18.209999084472656,53.040000915527344,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52904,0,2025-05-31 12:10:19.782880,
1696,-22.93000030517578,11.180000305175781,-114.69999694824219,-39.040000915527344,-101.5,-79.02999877929688,-51.029998779296875,12.220000267028809,-94.4800033569336,21.889999389648438,-27.770000457763672,14.119999885559082,34.060001373291016,14.529999732971191,7.85699987411499,51.63999938964844,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52904,0,2025-05-31 12:10:19.782880,
1697,-24.360000610351562,20.549999237060547,-103.19999694824219,-30.329999923706055,-88.91999816894531,-70.01000213623047,-37.209999084472656,50.130001068115234,-80.0199966430664,72.2300033569336,-13.229999542236328,4.48799991607666,35.790000915527344,15.600000381469727,10.880000114440918,60.58000183105469,0,0,0,0,0,0,0,0,0,0,0,0,0,20.581785,0,2025-05-31 12:10:19.835625,
1698,-31.049999237060547,24.530000686645508,-65.2699966430664,-14.680000305175781,-53.189998626708984,-56.86000061035156,-22.739999771118164,64.2300033569336,-28.81999969482422,27.809999465942383,-23.549999237060547,-5.639999866485596,25.079999923706055,18.969999313354492,8.675999641418457,53.279998779296875,0,0,0,0,0,0,0,0,0,0,0,0,0,20.581785,0,2025-05-31 12:10:19.835625,
1699,-42.91999816894531,13.5600004196167,-50.459999084472656,-2.003999948501587,-38.709999084472656,-54.25,-19.329999923706055,60.439998626708984,-26.479999542236328,-6.439000129699707,-36.34000015258789,-11.029999732971191,6.947000026702881,5.013000011444092,-9.732000350952148,22.729999542236328,0,0,0,0,0,0,0,0,0,0,0,0,0,20.581785,0,2025-05-31 12:10:19.835625,
1700,-28.739999771118164,6.954999923706055,-51.25,11.8100004196167,-62.83000183105469,-34.75,-0.5917999744415283,69.06999969482422,-33.5,43.130001068115234,-25.200000762939453,-5.730000019073486,-6.504000186920166,-21.530000686645508,-28.6299991607666,-6.761000156402588,0,0,0,0,0,0,0,0,0,0,0,0,0,20.581785,0,2025-05-31 12:10:19.835625,
1701,-5.925000190734863,16.290000915527344,-27.520000457763672,21.049999237060547,-43.04999923706055,-15.319999694824219,16.65999984741211,68.66000366210938,7.176000118255615,38.939998626708984,-4.23799991607666,10.550000190734863,-2.1610000133514404,-23.59000015258789,-20.979999542236328,-0.871399998664856,0,0,0,0,0,0,0,0,0,0,0,0,0,20.581785,0,2025-05-31 12:10:19.835625,
1702,-3.2839999198913574,17.15999984741211,-9.11299991607666,10.729999542236328,-8.37399959564209,-18.040000915527344,13.09000015258789,54.439998626708984,18.020000457763672,4.438000202178955,-2.319999933242798,17.780000686645508,1.8209999799728394,-17.350000381469727,-4.10099983215332,23.969999313354492,0,0,0,0,0,0,0,0,0,0,0,0,0,20.670155,0,2025-05-31 12:10:19.923995,
1703,0.9074000120162964,2.8610000610351562,-9.16100025177002,-0.0997999981045723,-25.3799991607666,-16.979999542236328,13.569999694824219,41.06999969482422,-13.390000343322754,23.5,-24.239999771118164,-3.4040000438690186,-20.639999389648438,-42.08000183105469,-25.59000015258789,10.739999771118164,0,0,0,0,0,0,0,0,0,0,0,0,0,20.670155,0,2025-05-31 12:10:19.923995,
1704,5.394000053405762,-4.01800012588501,-1.871000051498413,14.619999885559082,-28.65999984741211,-3.3540000915527344,25.290000915527344,28.329999923706055,-14.789999961853027,32.900001525878906,-28.010000228881836,-10.739999771118164,-22.950000762939453,-53.0,-63.470001220703125,-26.1299991607666,0,0,0,0,0,0,0,0,0,0,0,0,0,20.670155,0,2025-05-31 12:10:19.923995,
1705,19.350000381469727,17.719999313354492,5.703999996185303,41.400001525878906,1.9869999885559082,23.149999618530273,49.75,39.16999816894531,11.069999694824219,44.88999938964844,-1.9479999542236328,29.3700008392334,22.059999465942383,-18.040000915527344,-53.7599983215332,-19.229999542236328,0,0,0,0,0,0,0,0,0,0,0,0,0,20.670155,0,2025-05-31 12:10:19.923995,
1706,54.970001220703125,44.970001220703125,13.899999618530273,55.72999954223633,4.35099983215332,49.22999954223633,72.76000213623047,61.7400016784668,21.850000381469727,70.02999877929688,2.546999931335449,52.939998626708984,42.02000045776367,2.5380001068115234,-12.569999694824219,22.100000381469727,0,0,0,0,0,0,0,0,0,0,0,0,0,20.670155,0,2025-05-31 12:10:19.923995,
1707,55.380001068115234,39.099998474121094,28.1299991607666,52.27000045776367,3.6089999675750732,46.16999816894531,67.44000244140625,47.459999084472656,17.479999542236328,28.559999465942383,-3.9140000343322754,38.790000915527344,28.239999771118164,-6.738999843597412,3.1519999504089355,42.04999923706055,0,0,0,0,0,0,0,0,0,0,0,0,0,20.717511,0,2025-05-31 12:10:19.971351,
1708,40.060001373291016,33.45000076293945,29.690000534057617,41.9900016784668,22.670000076293945,46.72999954223633,69.43000030517578,24.75,13.350000381469727,-15.75,12.850000381469727,43.15999984741211,34.689998626708984,-6.613999843597412,-9.458000183105469,33.91999816894531,0,0,0,0,0,0,0,0,0,0,0,0,0,20.717511,0,2025-05-31 12:10:19.971351,
1709,67.29000091552734,47.279998779296875,22.1299991607666,37.7400016784668,11.449999809265137,63.22999954223633,82.56999969482422,42.720001220703125,-3.618000030517578,6.730999946594238,-5.2820000648498535,31.760000228881836,18.489999771118164,-21.200000762939453,-37.27000045776367,8.76200008392334,0,0,0,0,0,0,0,0,0,0,0,0,0,20.717511,0,2025-05-31 12:10:19.971351,
1710,52.97999954223633,27.34000015258789,28.5,44.38999938964844,-3.9579999446868896,46.25,58.13999938964844,82.41999816894531,-23.170000076293945,13.229999542236328,-70.93000030517578,-33.58000183105469,-44.72999954223633,-70.30000305175781,-82.26000213623047,-36.400001525878906,0,0,0,0,0,0,0,0,0,0,0,0,0,20.717511,0,2025-05-31 12:10:19.971351,
1711,-13.15999984741211,-8.161999702453613,46.47999954223633,58.9900016784668,15.5600004196167,27.440000534057617,40.9900016784668,108.30000305175781,-12.930000305175781,1.965999960899353,-103.80000305175781,-70.2300033569336,-74.20999908447266,-92.62999725341797,-123.30000305175781,-82.77999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,20.717511,0,2025-05-31 12:10:19.971351,
1712,-11.770000457763672,-2.1730000972747803,41.209999084472656,65.3499984741211,8.633000373840332,50.439998626708984,67.05999755859375,106.30000305175781,-6.88700008392334,32.72999954223633,-86.33999633789062,-43.189998626708984,-47.18000030517578,-57.58000183105469,-128.0,-96.77999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,20.763617,0,2025-05-31 12:10:20.017457,
1713,31.290000915527344,26.34000015258789,12.380000114440918,60.7599983215332,-18.719999313354492,72.70999908447266,85.48999786376953,103.9000015258789,-12.0,73.83999633789062,-54.22999954223633,-10.65999984741211,-15.1899995803833,-19.360000610351562,-94.02999877929688,-75.06999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,20.763617,0,2025-05-31 12:10:20.017457,
1714,44.72999954223633,54.15999984741211,18.93000030517578,62.79999923706055,2.0399999618530273,79.77999877929688,90.87999725341797,127.19999694824219,8.920999526977539,81.0,-37.880001068115234,1.0839999914169312,0.32120001316070557,-12.710000038146973,-51.27000045776367,-45.939998626708984,0,0,0,0,0,0,0,0,0,0,0,0,0,20.763617,0,2025-05-31 12:10:20.017457,
1715,45.400001525878906,70.0999984741211,49.93000030517578,63.08000183105469,17.420000076293945,82.19999694824219,93.0,133.3000030517578,-3.6630001068115234,56.2400016784668,-58.22999954223633,-7.063000202178955,8.409000396728516,-6.310999870300293,-35.709999084472656,-30.260000228881836,0,0,0,0,0,0,0,0,0,0,0,0,0,20.763617,0,2025-05-31 12:10:20.017457,
1716,30.049999237060547,69.36000061035156,43.150001525878906,62.13999938964844,-12.979999542236328,79.36000061035156,90.44000244140625,116.30000305175781,-55.83000183105469,55.9900016784668,-69.33000183105469,-10.40999984741211,28.6200008392334,21.579999923706055,-48.15999984741211,-22.260000228881836,0,0,0,0,0,0,0,0,0,0,0,0,0,20.763617,0,2025-05-31 12:10:20.017457,
1717,25.709999084472656,81.6500015258789,26.100000381469727,76.87000274658203,-25.940000534057617,86.91999816894531,101.19999694824219,117.30000305175781,-54.38999938964844,79.62000274658203,-43.06999969482422,11.869999885559082,51.52000045776367,40.02000045776367,-52.099998474121094,-11.479999542236328,0,0,0,0,0,0,0,0,0,0,0,0,0,20.810152,0,2025-05-31 12:10:20.063992,
1718,41.619998931884766,86.73999786376953,19.59000015258789,70.56999969482422,-29.6299991607666,73.69999694824219,87.9800033569336,99.70999908447266,-36.22999954223633,34.65999984741211,-42.08000183105469,12.020000457763672,47.779998779296875,34.630001068115234,-31.31999969482422,3.3389999866485596,0,0,0,0,0,0,0,0,0,0,0,0,0,20.810152,0,2025-05-31 12:10:20.063992,
1719,10.270000457763672,60.439998626708984,-0.8655999898910522,37.380001068115234,-50.720001220703125,32.04999923706055,46.90999984741211,67.81999969482422,-45.22999954223633,-3.683000087738037,-55.459999084472656,-4.563000202178955,50.9900016784668,42.91999816894531,-0.028200000524520874,27.799999237060547,0,0,0,0,0,0,0,0,0,0,0,0,0,20.810152,0,2025-05-31 12:10:20.063992,
1720,-15.039999961853027,65.0,4.364999771118164,41.63999938964844,-42.720001220703125,38.11000061035156,56.349998474121094,95.1500015258789,-30.549999237060547,67.43000030517578,-19.010000228881836,28.469999313354492,85.91000366210938,66.30000305175781,38.130001068115234,64.94999694824219,0,0,0,0,0,0,0,0,0,0,0,0,0,20.810152,0,2025-05-31 12:10:20.063992,
1721,27.760000228881836,100.5999984741211,34.849998474121094,69.51000213623047,-23.260000228881836,70.08000183105469,88.4800033569336,123.5999984741211,-32.58000183105469,86.47000122070312,16.18000030517578,61.349998474121094,96.61000061035156,64.94000244140625,73.27999877929688,96.62000274658203,0,0,0,0,0,0,0,0,0,0,0,0,0,20.810152,0,2025-05-31 12:10:20.063992,
1722,34.47999954223633,94.43000030517578,19.8799991607666,59.70000076293945,-36.470001220703125,44.18000030517578,65.0199966430664,79.0199966430664,-63.47999954223633,3.0339999198913574,3.1389999389648438,38.119998931884766,70.01000213623047,50.88999938964844,75.80000305175781,100.5999984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,20.867914,0,2025-05-31 12:10:20.121754,
1723,-8.628999710083008,60.65999984741211,-18.420000076293945,31.389999389648438,-47.31999969482422,2.686000108718872,28.8700008392334,39.709999084472656,-41.34000015258789,-0.3765000104904175,-9.852999687194824,22.290000915527344,52.45000076293945,51.06999969482422,50.31999969482422,80.41999816894531,0,0,0,0,0,0,0,0,0,0,0,0,0,20.867914,0,2025-05-31 12:10:20.121754,
1724,-10.020000457763672,45.61000061035156,-21.229999542236328,24.049999237060547,-44.04999923706055,3.3329999446868896,31.850000381469727,58.560001373291016,-23.1299991607666,56.97999954223633,-7.781000137329102,31.549999237060547,48.349998474121094,53.439998626708984,34.279998779296875,63.650001525878906,0,0,0,0,0,0,0,0,0,0,0,0,0,20.867914,0,2025-05-31 12:10:20.121754,
1725,1.6469999551773071,42.08000183105469,-7.7820000648498535,32.959999084472656,-49.970001220703125,12.079999923706055,42.33000183105469,77.16999816894531,-66.33999633789062,40.529998779296875,-12.670000076293945,19.030000686645508,38.16999816894531,48.400001525878906,31.780000686645508,62.630001068115234,0,0,0,0,0,0,0,0,0,0,0,0,0,20.867914,0,2025-05-31 12:10:20.121754,
1726,-13.449999809265137,34.119998931884766,2.2750000953674316,43.7400016784668,-44.93000030517578,5.056000232696533,36.93000030517578,64.91000366210938,-57.02000045776367,2.571000099182129,-20.149999618530273,-3.1019999980926514,21.40999984741211,31.989999771118164,19.440000534057617,54.58000183105469,0,0,0,0,0,0,0,0,0,0,0,0,0,20.867914,0,2025-05-31 12:10:20.121754,
1727,-20.860000610351562,22.5,17.6200008392334,53.290000915527344,-22.940000534057617,1.38100004196167,34.439998626708984,59.689998626708984,5.646999835968018,25.93000030517578,-27.209999084472656,-9.928000450134277,11.210000038146973,11.210000038146973,-4.485000133514404,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,20.906251,0,2025-05-31 12:10:20.160091,
1728,-20.690000534057617,16.31999969482422,19.56999969482422,54.040000915527344,-19.399999618530273,-0.6628999710083008,32.939998626708984,69.81999969482422,-13.079999923706055,52.939998626708984,-40.91999816894531,-19.020000457763672,9.282999992370605,5.458000183105469,-31.040000915527344,12.029999732971191,0,0,0,0,0,0,0,0,0,0,0,0,0,20.906251,0,2025-05-31 12:10:20.160091,
1729,-33.65999984741211,11.529999732971191,0.7883999943733215,38.91999816894531,-39.209999084472656,-15.380000114440918,17.780000686645508,56.91999816894531,-74.88999938964844,16.690000534057617,-56.13999938964844,-35.4900016784668,2.177000045776367,5.4019999504089355,-56.5099983215332,-4.361000061035156,0,0,0,0,0,0,0,0,0,0,0,0,0,20.906251,0,2025-05-31 12:10:20.160091,
1730,-42.97999954223633,7.618000030517578,3.638000011444092,36.099998474121094,-49.0099983215332,-14.199999809265137,20.6200008392334,53.02000045776367,-73.86000061035156,-6.418000221252441,-57.7400016784668,-32.849998474121094,4.183000087738037,5.078999996185303,-64.66999816894531,-17.139999389648438,0,0,0,0,0,0,0,0,0,0,0,0,0,20.906251,0,2025-05-31 12:10:20.160091,
1731,-31.93000030517578,23.809999465942383,34.88999938964844,58.810001373291016,-34.7400016784668,16.719999313354492,51.29999923706055,96.69000244140625,-55.9900016784668,32.63999938964844,-54.540000915527344,-15.550000190734863,19.440000534057617,12.829999923706055,-50.47999954223633,-7.579999923706055,0,0,0,0,0,0,0,0,0,0,0,0,0,20.906251,0,2025-05-31 12:10:20.160091,
1732,-19.489999771118164,40.310001373291016,43.83000183105469,64.87000274658203,-19.43000030517578,29.8700008392334,62.599998474121094,109.5,-54.88999938964844,29.360000610351562,-56.540000915527344,-10.600000381469727,19.049999237060547,19.3700008392334,-36.97999954223633,10.109999656677246,0,0,0,0,0,0,0,0,0,0,0,0,0,20.949386,0,2025-05-31 12:10:20.203226,
1733,-9.48799991607666,36.970001220703125,29.420000076293945,56.18000030517578,-21.969999313354492,28.610000610351562,63.939998626708984,81.23999786376953,-24.479999542236328,11.010000228881836,-29.450000762939453,2.3910000324249268,22.270000457763672,32.290000915527344,-23.440000534057617,21.43000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,20.949386,0,2025-05-31 12:10:20.203226,
1734,17.350000381469727,49.59000015258789,27.959999084472656,66.44000244140625,-26.239999771118164,48.02000045776367,82.83999633789062,96.55000305175781,5.460000038146973,78.43000030517578,14.880000114440918,28.049999237060547,42.40999984741211,47.189998626708984,7.4710001945495605,41.02000045776367,0,0,0,0,0,0,0,0,0,0,0,0,0,20.949386,0,2025-05-31 12:10:20.203226,
1735,30.020000457763672,68.11000061035156,30.0,65.63999938964844,-12.300000190734863,50.47999954223633,81.62000274658203,113.0,-0.08060000091791153,92.94999694824219,19.329999923706055,31.549999237060547,43.119998931884766,40.31999969482422,38.0099983215332,58.25,0,0,0,0,0,0,0,0,0,0,0,0,0,20.949386,0,2025-05-31 12:10:20.203226,
1736,18.799999237060547,56.630001068115234,29.760000228881836,50.939998626708984,9.894000053405762,36.36000061035156,69.83000183105469,90.77999877929688,13.729999542236328,8.22700023651123,20.979999542236328,41.880001068115234,46.119998931884766,44.90999984741211,56.790000915527344,66.37999725341797,0,0,0,0,0,0,0,0,0,0,0,0,0,20.949386,0,2025-05-31 12:10:20.203226,
1737,41.72999954223633,55.970001220703125,50.41999816894531,70.36000061035156,26.34000015258789,57.54999923706055,92.48999786376953,100.19999694824219,52.459999084472656,17.219999313354492,58.959999084472656,78.6500015258789,70.68000030517578,68.22000122070312,78.9000015258789,86.30000305175781,0,0,0,0,0,0,0,0,0,0,0,0,0,21.00131,0,2025-05-31 12:10:20.255150,
1738,76.48999786376953,76.29000091552734,76.30999755859375,91.8499984741211,36.0,77.7699966430664,108.0999984741211,115.0,48.38999938964844,74.61000061035156,79.43000030517578,82.63999938964844,62.79999923706055,51.40999984741211,90.47000122070312,95.25,0,0,0,0,0,0,0,0,0,0,0,0,0,21.00131,0,2025-05-31 12:10:20.255150,
1739,61.47999954223633,62.20000076293945,67.37000274658203,65.22000122070312,28.68000030517578,54.04999923706055,80.3499984741211,80.80000305175781,8.565999984741211,22.270000457763672,66.41000366210938,50.41999816894531,29.059999465942383,15.119999885559082,72.70999908447266,64.9800033569336,0,0,0,0,0,0,0,0,0,0,0,0,0,21.00131,0,2025-05-31 12:10:20.255150,
1740,29.950000762939453,30.06999969482422,33.779998779296875,32.52000045776367,5.486000061035156,26.010000228881836,52.290000915527344,61.13999938964844,-3.7309999465942383,-16.049999237060547,47.060001373291016,31.860000610351562,25.350000381469727,18.530000686645508,49.459999084472656,35.869998931884766,0,0,0,0,0,0,0,0,0,0,0,0,0,21.00131,0,2025-05-31 12:10:20.255150,
1741,15.069999694824219,29.530000686645508,17.010000228881836,28.239999771118164,-6.96999979019165,18.920000076293945,46.59000015258789,78.66999816894531,8.555999755859375,41.9900016784668,31.18000030517578,31.209999084472656,37.95000076293945,34.290000915527344,46.63999938964844,41.349998474121094,0,0,0,0,0,0,0,0,0,0,0,0,0,21.00131,0,2025-05-31 12:10:20.255150,
1742,9.36400032043457,40.130001068115234,13.90999984741211,27.829999923706055,-5.64900016784668,16.760000228881836,43.900001525878906,80.16000366210938,13.180000305175781,56.75,35.06999969482422,38.75,38.08000183105469,31.989999771118164,59.560001373291016,56.63999938964844,0,0,0,0,0,0,0,0,0,0,0,0,0,21.230595,0,2025-05-31 12:10:20.484435,
1743,17.959999084472656,39.349998474121094,8.713000297546387,29.959999084472656,-6.888999938964844,18.540000915527344,45.2400016784668,72.55999755859375,14.529999732971191,26.229999542236328,49.08000183105469,54.650001525878906,43.349998474121094,37.75,75.52999877929688,65.08000183105469,0,0,0,0,0,0,0,0,0,0,0,0,0,21.230595,0,2025-05-31 12:10:20.484435,
1744,35.09000015258789,51.88999938964844,29.139999389648438,46.45000076293945,-0.16249999403953552,40.380001068115234,67.69999694824219,92.12999725341797,11.449999809265137,48.47999954223633,57.2599983215332,74.55999755859375,63.400001525878906,57.31999969482422,88.83000183105469,74.81999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,21.230595,0,2025-05-31 12:10:20.484435,
1745,54.81999969482422,78.33999633789062,63.56999969482422,56.97999954223633,16.139999389648438,68.20999908447266,93.4800033569336,114.5999984741211,4.78000020980835,51.150001525878906,63.58000183105469,82.04000091552734,68.12999725341797,61.20000076293945,91.02999877929688,75.37999725341797,0,0,0,0,0,0,0,0,0,0,0,0,0,21.230595,0,2025-05-31 12:10:20.484435,
1746,63.81999969482422,79.04000091552734,53.209999084472656,50.349998474121094,9.154000282287598,58.849998474121094,82.45999908447266,99.36000061035156,9.446000099182129,4.789000034332275,43.720001220703125,58.470001220703125,41.27000045776367,40.959999084472656,71.12999725341797,51.22999954223633,0,0,0,0,0,0,0,0,0,0,0,0,0,21.230595,0,2025-05-31 12:10:20.484435,
1747,38.209999084472656,50.79999923706055,15.289999961853027,41.27000045776367,-16.790000915527344,24.309999465942383,50.720001220703125,74.54000091552734,6.625999927520752,18.34000015258789,6.051000118255615,28.010000228881836,13.1899995803833,15.670000076293945,37.900001525878906,15.380000114440918,0,0,0,0,0,0,0,0,0,0,0,0,0,21.284798,0,2025-05-31 12:10:20.538638,
1748,8.029000282287598,32.34000015258789,1.2089999914169312,34.68000030517578,-18.700000762939453,13.279999732971191,43.18000030517578,78.41999816894531,-7.5269999504089355,36.310001373291016,-4.394999980926514,18.40999984741211,4.861000061035156,3.890000104904175,16.649999618530273,-8.595000267028809,0,0,0,0,0,0,0,0,0,0,0,0,0,21.284798,0,2025-05-31 12:10:20.538638,
1749,3.558000087738037,28.969999313354492,5.71999979019165,28.8700008392334,-8.079000473022461,17.209999084472656,47.0099983215332,81.31999969482422,-9.15999984741211,-13.619999885559082,-3.2920000553131104,10.5,2.878999948501587,9.008999824523926,15.550000190734863,-11.319999694824219,0,0,0,0,0,0,0,0,0,0,0,0,0,21.284798,0,2025-05-31 12:10:20.538638,
1750,6.085999965667725,24.309999465942383,19.479999542236328,30.670000076293945,-15.970000267028809,17.700000762939453,45.31999969482422,75.31999969482422,-11.569999694824219,0.6122000217437744,-5.988999843597412,-2.8429999351501465,-2.8239998817443848,8.444000244140625,19.799999237060547,-4.974999904632568,0,0,0,0,0,0,0,0,0,0,0,0,0,21.284798,0,2025-05-31 12:10:20.538638,
1751,8.819999694824219,25.3700008392334,30.43000030517578,35.83000183105469,-15.510000228881836,21.290000915527344,49.25,86.94999694824219,-8.897000312805176,60.689998626708984,-0.7522000074386597,-13.829999923706055,-12.670000076293945,-13.119999885559082,13.579999923706055,-12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,21.284798,0,2025-05-31 12:10:20.538638,
